NodeId,BrowseName,DisplayName,FullPath,NodeClass,DataType,Value,ParentId,Depth,NamespaceIndex,IsNamespaceNode,Timestamp
i=84,Root,Root,Root,Object,,,,0,0,False,2025-11-04T15:23:11.817943
i=87,Views,Views,Root/Views,Object,,,i=84,1,0,False,2025-11-04T15:23:11.819950
i=85,Objects,Objects,Root/Objects,Object,,,i=84,1,0,False,2025-11-04T15:23:11.820945
i=2253,Server,Server,Root/Objects/Server,Object,,,i=85,2,0,True,2025-11-04T15:23:11.822943
i=2254,ServerArray,ServerArray,Root/Objects/Server/ServerArray,Variable,String,,i=2253,3,0,True,2025-11-04T15:23:11.825943
i=2255,NamespaceArray,NamespaceArray,Root/Objects/Server/NamespaceArray,Variable,String,,i=2253,3,0,True,2025-11-04T15:23:11.827945
i=2256,ServerStatus,ServerStatus,Root/Objects/Server/ServerStatus,Variable,Type862,,i=2253,3,0,True,2025-11-04T15:23:11.831944
i=2257,StartTime,StartTime,Root/Objects/Server/ServerStatus/StartTime,Variable,DateTime,,i=2256,4,0,False,2025-11-04T15:23:11.833944
i=2258,CurrentTime,CurrentTime,Root/Objects/Server/ServerStatus/CurrentTime,Variable,DateTime,,i=2256,4,0,False,2025-11-04T15:23:11.836944
i=2259,State,State,Root/Objects/Server/ServerStatus/State,Variable,Int32,,i=2256,4,0,False,2025-11-04T15:23:11.838944
i=2992,SecondsTillShutdown,SecondsTillShutdown,Root/Objects/Server/ServerStatus/SecondsTillShutdown,Variable,UInt32,,i=2256,4,0,False,2025-11-04T15:23:11.840943
i=2993,ShutdownReason,ShutdownReason,Root/Objects/Server/ServerStatus/ShutdownReason,Variable,LocalizedText,,i=2256,4,0,False,2025-11-04T15:23:11.844946
i=2260,BuildInfo,BuildInfo,Root/Objects/Server/ServerStatus/BuildInfo,Variable,Type338,,i=2256,4,0,False,2025-11-04T15:23:11.848946
i=2262,ProductUri,ProductUri,Root/Objects/Server/ServerStatus/BuildInfo/ProductUri,Variable,String,,i=2260,5,0,False,2025-11-04T15:23:11.850945
i=2263,ManufacturerName,ManufacturerName,Root/Objects/Server/ServerStatus/BuildInfo/ManufacturerName,Variable,String,,i=2260,5,0,False,2025-11-04T15:23:11.852945
i=2261,ProductName,ProductName,Root/Objects/Server/ServerStatus/BuildInfo/ProductName,Variable,String,,i=2260,5,0,False,2025-11-04T15:23:11.854944
i=2264,SoftwareVersion,SoftwareVersion,Root/Objects/Server/ServerStatus/BuildInfo/SoftwareVersion,Variable,String,,i=2260,5,0,False,2025-11-04T15:23:11.858944
i=2265,BuildNumber,BuildNumber,Root/Objects/Server/ServerStatus/BuildInfo/BuildNumber,Variable,String,,i=2260,5,0,False,2025-11-04T15:23:11.860944
i=2266,BuildDate,BuildDate,Root/Objects/Server/ServerStatus/BuildInfo/BuildDate,Variable,DateTime,,i=2260,5,0,False,2025-11-04T15:23:11.863945
i=2267,ServiceLevel,ServiceLevel,Root/Objects/Server/ServiceLevel,Variable,Byte,,i=2253,3,0,False,2025-11-04T15:23:11.865945
i=11715,Namespaces,Namespaces,Root/Objects/Server/Namespaces,Object,,,i=2253,3,0,True,2025-11-04T15:23:11.867944
i=15957,http://opcfoundation.org/UA/,http://opcfoundation.org/UA/,Root/Objects/Server/Namespaces/http://opcfoundation.org/UA/,Object,,,i=11715,4,0,False,2025-11-04T15:23:11.869945
i=15958,NamespaceUri,NamespaceUri,Root/Objects/Server/Namespaces/http://opcfoundation.org/UA//NamespaceUri,Variable,String,,i=15957,5,0,True,2025-11-04T15:23:11.873945
i=15959,NamespaceVersion,NamespaceVersion,Root/Objects/Server/Namespaces/http://opcfoundation.org/UA//NamespaceVersion,Variable,String,,i=15957,5,0,True,2025-11-04T15:23:11.875943
i=15960,NamespacePublicationDate,NamespacePublicationDate,Root/Objects/Server/Namespaces/http://opcfoundation.org/UA//NamespacePublicationDate,Variable,DateTime,,i=15957,5,0,True,2025-11-04T15:23:11.880944
i=15961,IsNamespaceSubset,IsNamespaceSubset,Root/Objects/Server/Namespaces/http://opcfoundation.org/UA//IsNamespaceSubset,Variable,Boolean,,i=15957,5,0,True,2025-11-04T15:23:11.883948
i=15962,StaticNodeIdTypes,StaticNodeIdTypes,Root/Objects/Server/Namespaces/http://opcfoundation.org/UA//StaticNodeIdTypes,Variable,Int32,,i=15957,5,0,False,2025-11-04T15:23:11.886950
i=15963,StaticNumericNodeIdRange,StaticNumericNodeIdRange,Root/Objects/Server/Namespaces/http://opcfoundation.org/UA//StaticNumericNodeIdRange,Variable,String,,i=15957,5,0,False,2025-11-04T15:23:11.889948
i=15964,StaticStringNodeIdPattern,StaticStringNodeIdPattern,Root/Objects/Server/Namespaces/http://opcfoundation.org/UA//StaticStringNodeIdPattern,Variable,String,,i=15957,5,0,False,2025-11-04T15:23:11.891948
i=2994,Auditing,Auditing,Root/Objects/Server/Auditing,Variable,Boolean,,i=2253,3,0,False,2025-11-04T15:23:11.894949
i=2268,ServerCapabilities,ServerCapabilities,Root/Objects/Server/ServerCapabilities,Object,,,i=2253,3,0,True,2025-11-04T15:23:11.895948
i=2269,ServerProfileArray,ServerProfileArray,Root/Objects/Server/ServerCapabilities/ServerProfileArray,Variable,String,,i=2268,4,0,True,2025-11-04T15:23:11.898450
i=3704,SoftwareCertificates,SoftwareCertificates,Root/Objects/Server/ServerCapabilities/SoftwareCertificates,Variable,Type344,,i=2268,4,0,False,2025-11-04T15:23:11.901454
i=2271,LocaleIdArray,LocaleIdArray,Root/Objects/Server/ServerCapabilities/LocaleIdArray,Variable,String,,i=2268,4,0,False,2025-11-04T15:23:11.903455
i=2272,MinSupportedSampleRate,MinSupportedSampleRate,Root/Objects/Server/ServerCapabilities/MinSupportedSampleRate,Variable,Double,,i=2268,4,0,False,2025-11-04T15:23:11.905455
i=2735,MaxBrowseContinuationPoints,MaxBrowseContinuationPoints,Root/Objects/Server/ServerCapabilities/MaxBrowseContinuationPoints,Variable,UInt16,,i=2268,4,0,False,2025-11-04T15:23:11.907455
i=2736,MaxQueryContinuationPoints,MaxQueryContinuationPoints,Root/Objects/Server/ServerCapabilities/MaxQueryContinuationPoints,Variable,UInt16,,i=2268,4,0,False,2025-11-04T15:23:11.910455
i=2737,MaxHistoryContinuationPoints,MaxHistoryContinuationPoints,Root/Objects/Server/ServerCapabilities/MaxHistoryContinuationPoints,Variable,UInt16,,i=2268,4,0,False,2025-11-04T15:23:11.912456
i=2996,ModellingRules,ModellingRules,Root/Objects/Server/ServerCapabilities/ModellingRules,Object,,,i=2268,4,0,False,2025-11-04T15:23:11.914456
i=78,Mandatory,Mandatory,Root/Objects/Server/ServerCapabilities/ModellingRules/Mandatory,Object,,,i=2996,5,0,False,2025-11-04T15:23:11.915454
i=80,Optional,Optional,Root/Objects/Server/ServerCapabilities/ModellingRules/Optional,Object,,,i=2996,5,0,False,2025-11-04T15:23:11.917455
i=83,ExposesItsArray,ExposesItsArray,Root/Objects/Server/ServerCapabilities/ModellingRules/ExposesItsArray,Object,,,i=2996,5,0,False,2025-11-04T15:23:11.918455
i=11508,OptionalPlaceholder,OptionalPlaceholder,Root/Objects/Server/ServerCapabilities/ModellingRules/OptionalPlaceholder,Object,,,i=2996,5,0,False,2025-11-04T15:23:11.920455
i=11510,MandatoryPlaceholder,MandatoryPlaceholder,Root/Objects/Server/ServerCapabilities/ModellingRules/MandatoryPlaceholder,Object,,,i=2996,5,0,False,2025-11-04T15:23:11.921455
i=2997,AggregateFunctions,AggregateFunctions,Root/Objects/Server/ServerCapabilities/AggregateFunctions,Object,,,i=2268,4,0,False,2025-11-04T15:23:11.923457
i=11703,MaxStringLength,MaxStringLength,Root/Objects/Server/ServerCapabilities/MaxStringLength,Variable,UInt32,,i=2268,4,0,False,2025-11-04T15:23:11.925456
i=11702,MaxArrayLength,MaxArrayLength,Root/Objects/Server/ServerCapabilities/MaxArrayLength,Variable,UInt32,,i=2268,4,0,False,2025-11-04T15:23:11.928457
i=12911,MaxByteStringLength,MaxByteStringLength,Root/Objects/Server/ServerCapabilities/MaxByteStringLength,Variable,UInt32,,i=2268,4,0,False,2025-11-04T15:23:11.930455
i=15606,RoleSet,RoleSet,Root/Objects/Server/ServerCapabilities/RoleSet,Object,,,i=2268,4,0,False,2025-11-04T15:23:11.932455
i=15644,Anonymous,Anonymous,Root/Objects/Server/ServerCapabilities/RoleSet/Anonymous,Object,,,i=15606,5,0,False,2025-11-04T15:23:11.934458
i=15656,AuthenticatedUser,AuthenticatedUser,Root/Objects/Server/ServerCapabilities/RoleSet/AuthenticatedUser,Object,,,i=15606,5,0,False,2025-11-04T15:23:11.936457
i=15668,Observer,Observer,Root/Objects/Server/ServerCapabilities/RoleSet/Observer,Object,,,i=15606,5,0,False,2025-11-04T15:23:11.938456
i=15680,Operator,Operator,Root/Objects/Server/ServerCapabilities/RoleSet/Operator,Object,,,i=15606,5,0,False,2025-11-04T15:23:11.941459
i=16036,Engineer,Engineer,Root/Objects/Server/ServerCapabilities/RoleSet/Engineer,Object,,,i=15606,5,0,False,2025-11-04T15:23:11.943459
i=15692,Supervisor,Supervisor,Root/Objects/Server/ServerCapabilities/RoleSet/Supervisor,Object,,,i=15606,5,0,False,2025-11-04T15:23:11.945459
i=15716,ConfigureAdmin,ConfigureAdmin,Root/Objects/Server/ServerCapabilities/RoleSet/ConfigureAdmin,Object,,,i=15606,5,0,False,2025-11-04T15:23:11.947456
i=15704,SecurityAdmin,SecurityAdmin,Root/Objects/Server/ServerCapabilities/RoleSet/SecurityAdmin,Object,,,i=15606,5,0,False,2025-11-04T15:23:11.949457
i=11704,OperationLimits,OperationLimits,Root/Objects/Server/ServerCapabilities/OperationLimits,Object,,,i=2268,4,0,False,2025-11-04T15:23:11.950456
i=11705,MaxNodesPerRead,MaxNodesPerRead,Root/Objects/Server/ServerCapabilities/OperationLimits/MaxNodesPerRead,Variable,UInt32,,i=11704,5,0,False,2025-11-04T15:23:11.953455
i=11707,MaxNodesPerWrite,MaxNodesPerWrite,Root/Objects/Server/ServerCapabilities/OperationLimits/MaxNodesPerWrite,Variable,UInt32,,i=11704,5,0,False,2025-11-04T15:23:11.956456
i=11709,MaxNodesPerMethodCall,MaxNodesPerMethodCall,Root/Objects/Server/ServerCapabilities/OperationLimits/MaxNodesPerMethodCall,Variable,UInt32,,i=11704,5,0,False,2025-11-04T15:23:11.959456
i=11711,MaxNodesPerRegisterNodes,MaxNodesPerRegisterNodes,Root/Objects/Server/ServerCapabilities/OperationLimits/MaxNodesPerRegisterNodes,Variable,UInt32,,i=11704,5,0,False,2025-11-04T15:23:11.962456
i=11712,MaxNodesPerTranslateBrowsePathsToNodeIds,MaxNodesPerTranslateBrowsePathsToNodeIds,Root/Objects/Server/ServerCapabilities/OperationLimits/MaxNodesPerTranslateBrowsePathsToNodeIds,Variable,UInt32,,i=11704,5,0,False,2025-11-04T15:23:11.964457
i=11713,MaxNodesPerNodeManagement,MaxNodesPerNodeManagement,Root/Objects/Server/ServerCapabilities/OperationLimits/MaxNodesPerNodeManagement,Variable,UInt32,,i=11704,5,0,False,2025-11-04T15:23:11.967455
i=11714,MaxMonitoredItemsPerCall,MaxMonitoredItemsPerCall,Root/Objects/Server/ServerCapabilities/OperationLimits/MaxMonitoredItemsPerCall,Variable,UInt32,,i=11704,5,0,False,2025-11-04T15:23:11.969456
i=11710,MaxNodesPerBrowse,MaxNodesPerBrowse,Root/Objects/Server/ServerCapabilities/OperationLimits/MaxNodesPerBrowse,Variable,UInt32,,i=11704,5,0,False,2025-11-04T15:23:11.972459
i=12165,MaxNodesPerHistoryReadData,MaxNodesPerHistoryReadData,Root/Objects/Server/ServerCapabilities/OperationLimits/MaxNodesPerHistoryReadData,Variable,UInt32,,i=11704,5,0,False,2025-11-04T15:23:11.975459
i=12166,MaxNodesPerHistoryReadEvents,MaxNodesPerHistoryReadEvents,Root/Objects/Server/ServerCapabilities/OperationLimits/MaxNodesPerHistoryReadEvents,Variable,UInt32,,i=11704,5,0,False,2025-11-04T15:23:11.978458
i=12167,MaxNodesPerHistoryUpdateData,MaxNodesPerHistoryUpdateData,Root/Objects/Server/ServerCapabilities/OperationLimits/MaxNodesPerHistoryUpdateData,Variable,UInt32,,i=11704,5,0,False,2025-11-04T15:23:11.981458
i=12168,MaxNodesPerHistoryUpdateEvents,MaxNodesPerHistoryUpdateEvents,Root/Objects/Server/ServerCapabilities/OperationLimits/MaxNodesPerHistoryUpdateEvents,Variable,UInt32,,i=11704,5,0,False,2025-11-04T15:23:11.983464
i=12637,ServerConfiguration,ServerConfiguration,Root/Objects/Server/ServerConfiguration,Object,,,i=2253,3,0,True,2025-11-04T15:23:11.985464
i=12740,ApplyChanges,ApplyChanges,Root/Objects/Server/ServerConfiguration/ApplyChanges,Method,,,i=12637,4,0,False,2025-11-04T15:23:11.987465
i=14053,CertificateGroups,CertificateGroups,Root/Objects/Server/ServerConfiguration/CertificateGroups,Object,,,i=12637,4,0,False,2025-11-04T15:23:11.988463
i=12737,CreateSigningRequest,CreateSigningRequest,Root/Objects/Server/ServerConfiguration/CreateSigningRequest,Method,,,i=12637,4,0,False,2025-11-04T15:23:11.989463
i=12738,InputArguments,InputArguments,Root/Objects/Server/ServerConfiguration/CreateSigningRequest/InputArguments,Variable,Type296,,i=12737,5,0,False,2025-11-04T15:23:11.991462
i=12739,OutputArguments,OutputArguments,Root/Objects/Server/ServerConfiguration/CreateSigningRequest/OutputArguments,Variable,Type296,,i=12737,5,0,False,2025-11-04T15:23:11.993464
i=12777,GetRejectedList,GetRejectedList,Root/Objects/Server/ServerConfiguration/GetRejectedList,Method,,,i=12637,4,0,False,2025-11-04T15:23:11.994463
i=12778,OutputArguments,OutputArguments,Root/Objects/Server/ServerConfiguration/GetRejectedList/OutputArguments,Variable,Type296,,i=12777,5,0,False,2025-11-04T15:23:11.996464
i=12640,MaxTrustListSize,MaxTrustListSize,Root/Objects/Server/ServerConfiguration/MaxTrustListSize,Variable,UInt32,,i=12637,4,0,False,2025-11-04T15:23:11.998974
i=12641,MulticastDnsEnabled,MulticastDnsEnabled,Root/Objects/Server/ServerConfiguration/MulticastDnsEnabled,Variable,Boolean,,i=12637,4,0,False,2025-11-04T15:23:11.999974
i=12710,ServerCapabilities,ServerCapabilities,Root/Objects/Server/ServerConfiguration/ServerCapabilities,Variable,String,,i=12637,4,0,True,2025-11-04T15:23:12.002976
i=12639,SupportedPrivateKeyFormats,SupportedPrivateKeyFormats,Root/Objects/Server/ServerConfiguration/SupportedPrivateKeyFormats,Variable,String,,i=12637,4,0,False,2025-11-04T15:23:12.004973
i=13737,UpdateCertificate,UpdateCertificate,Root/Objects/Server/ServerConfiguration/UpdateCertificate,Method,,,i=12637,4,0,False,2025-11-04T15:23:12.005974
i=13738,InputArguments,InputArguments,Root/Objects/Server/ServerConfiguration/UpdateCertificate/InputArguments,Variable,Type296,,i=13737,5,0,False,2025-11-04T15:23:12.007973
i=13739,OutputArguments,OutputArguments,Root/Objects/Server/ServerConfiguration/UpdateCertificate/OutputArguments,Variable,Type296,,i=13737,5,0,False,2025-11-04T15:23:12.009973
i=2274,ServerDiagnostics,ServerDiagnostics,Root/Objects/Server/ServerDiagnostics,Object,,,i=2253,3,0,True,2025-11-04T15:23:12.010973
i=2275,ServerDiagnosticsSummary,ServerDiagnosticsSummary,Root/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary,Variable,Type859,,i=2274,4,0,True,2025-11-04T15:23:12.014973
i=2276,ServerViewCount,ServerViewCount,Root/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/ServerViewCount,Variable,UInt32,,i=2275,5,0,True,2025-11-04T15:23:12.016974
i=2277,CurrentSessionCount,CurrentSessionCount,Root/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/CurrentSessionCount,Variable,UInt32,,i=2275,5,0,False,2025-11-04T15:23:12.018973
i=2278,CumulatedSessionCount,CumulatedSessionCount,Root/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/CumulatedSessionCount,Variable,UInt32,,i=2275,5,0,False,2025-11-04T15:23:12.020973
i=2279,SecurityRejectedSessionCount,SecurityRejectedSessionCount,Root/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/SecurityRejectedSessionCount,Variable,UInt32,,i=2275,5,0,False,2025-11-04T15:23:12.023978
i=3705,RejectedSessionCount,RejectedSessionCount,Root/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/RejectedSessionCount,Variable,UInt32,,i=2275,5,0,False,2025-11-04T15:23:12.025977
i=2281,SessionTimeoutCount,SessionTimeoutCount,Root/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/SessionTimeoutCount,Variable,UInt32,,i=2275,5,0,False,2025-11-04T15:23:12.028975
i=2282,SessionAbortCount,SessionAbortCount,Root/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/SessionAbortCount,Variable,UInt32,,i=2275,5,0,False,2025-11-04T15:23:12.030975
i=2284,PublishingIntervalCount,PublishingIntervalCount,Root/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/PublishingIntervalCount,Variable,UInt32,,i=2275,5,0,False,2025-11-04T15:23:12.032976
i=2285,CurrentSubscriptionCount,CurrentSubscriptionCount,Root/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/CurrentSubscriptionCount,Variable,UInt32,,i=2275,5,0,False,2025-11-04T15:23:12.034973
i=2286,CumulatedSubscriptionCount,CumulatedSubscriptionCount,Root/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/CumulatedSubscriptionCount,Variable,UInt32,,i=2275,5,0,False,2025-11-04T15:23:12.036974
i=2287,SecurityRejectedRequestsCount,SecurityRejectedRequestsCount,Root/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/SecurityRejectedRequestsCount,Variable,UInt32,,i=2275,5,0,False,2025-11-04T15:23:12.038975
i=2288,RejectedRequestsCount,RejectedRequestsCount,Root/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/RejectedRequestsCount,Variable,UInt32,,i=2275,5,0,False,2025-11-04T15:23:12.040977
i=2290,SubscriptionDiagnosticsArray,SubscriptionDiagnosticsArray,Root/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray,Variable,Type874,,i=2274,4,0,False,2025-11-04T15:23:12.043974
i=2294,EnabledFlag,EnabledFlag,Root/Objects/Server/ServerDiagnostics/EnabledFlag,Variable,Boolean,,i=2274,4,0,False,2025-11-04T15:23:12.046978
i=3706,SessionsDiagnosticsSummary,SessionsDiagnosticsSummary,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary,Object,,,i=2274,4,0,False,2025-11-04T15:23:12.048978
i=3707,SessionDiagnosticsArray,SessionDiagnosticsArray,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/SessionDiagnosticsArray,Variable,Type865,,i=3706,5,0,False,2025-11-04T15:23:12.052975
ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,SessionDiagnostics,SessionDiagnostics,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/SessionDiagnosticsArray/SessionDiagnostics,Variable,Type865,,i=3707,6,1,False,2025-11-04T15:23:12.055979
ns=1;g=e368c23f-e2ab-4368-9ca6-473b687b1e44,SessionId,SessionId,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/SessionId,Variable,NodeId,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.060983
ns=1;g=0e7f480c-d970-49d4-b09a-f756636848b1,SessionName,SessionName,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/SessionName,Variable,String,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.063977
ns=1;g=440ed421-66f1-4fd1-a40a-6a7755c20763,ClientDescription,ClientDescription,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/ClientDescription,Variable,Type308,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.065974
ns=1;g=fdfded35-95b6-4abb-b8af-aa734d42adf8,ServerUri,ServerUri,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/ServerUri,Variable,String,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,True,2025-11-04T15:23:12.067976
ns=1;g=b310b4e5-9528-4f56-a7e4-fc0c0315ac0d,EndpointUrl,EndpointUrl,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/EndpointUrl,Variable,String,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.069975
ns=1;g=44979d44-4053-4cc9-8f39-7dddb08086e0,LocaleIds,LocaleIds,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/LocaleIds,Variable,String,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.071975
ns=1;g=69995604-b1a6-4381-a9e7-181337573b98,ActualSessionTimeout,ActualSessionTimeout,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/ActualSessionTimeout,Variable,Double,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.073975
ns=1;g=6de4f563-c97c-4e11-aef1-a976876008c6,MaxResponseMessageSize,MaxResponseMessageSize,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/MaxResponseMessageSize,Variable,UInt32,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.075975
ns=1;g=abbce8dd-ee54-4ff8-83db-6f66320bf783,ClientConnectionTime,ClientConnectionTime,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/ClientConnectionTime,Variable,DateTime,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.078976
ns=1;g=5dc33598-6788-4826-b071-4225bc8561bd,ClientLastContactTime,ClientLastContactTime,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/ClientLastContactTime,Variable,DateTime,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.080975
ns=1;g=838efecb-795f-425f-ac78-30d9c09b93f3,CurrentSubscriptionsCount,CurrentSubscriptionsCount,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/CurrentSubscriptionsCount,Variable,UInt32,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.083984
ns=1;g=de0b1782-98ed-4698-85b0-bc962e6aba9f,CurrentMonitoredItemsCount,CurrentMonitoredItemsCount,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/CurrentMonitoredItemsCount,Variable,UInt32,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.085981
ns=1;g=d97d3ffa-b8d9-4506-8d0d-502ab1751fa6,CurrentPublishRequestsInQueue,CurrentPublishRequestsInQueue,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/CurrentPublishRequestsInQueue,Variable,UInt32,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.087983
ns=1;g=b38d89de-ca82-4085-b84d-2d03b973f829,TotalRequestCount,TotalRequestCount,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/TotalRequestCount,Variable,Type871,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.090982
ns=1;g=12817b90-62eb-4631-a9b0-e152977cf746,UnauthorizedRequestCount,UnauthorizedRequestCount,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/UnauthorizedRequestCount,Variable,UInt32,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.093982
ns=1;g=dda4b300-0bc4-4a17-aed6-81563eee6e05,ReadCount,ReadCount,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/ReadCount,Variable,Type871,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.095983
ns=1;g=93ee7ef1-5e70-4497-9dfa-a3922c549c0f,HistoryReadCount,HistoryReadCount,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/HistoryReadCount,Variable,Type871,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.097982
ns=1;g=8b1db60a-77e8-4923-beed-323469c92331,WriteCount,WriteCount,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/WriteCount,Variable,Type871,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.100022
ns=1;g=f67b7d6c-2107-443a-a608-f4efec306dc8,HistoryUpdateCount,HistoryUpdateCount,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/HistoryUpdateCount,Variable,Type871,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.102023
ns=1;g=0aef4c9c-bb44-415e-9ce1-569e5f9e26e3,CallCount,CallCount,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/CallCount,Variable,Type871,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.104021
ns=1;g=a4009bf3-3806-4108-bd6a-7d3c29b78ef0,CreateMonitoredItemsCount,CreateMonitoredItemsCount,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/CreateMonitoredItemsCount,Variable,Type871,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.106023
ns=1;g=8d00509b-c76c-4d13-8492-e933323e4f85,ModifyMonitoredItemsCount,ModifyMonitoredItemsCount,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/ModifyMonitoredItemsCount,Variable,Type871,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.109021
ns=1;g=a96825dd-e18a-4e29-aa9e-1a58fbe8134a,SetMonitoringModeCount,SetMonitoringModeCount,Root/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Pure Python Async Client Session1/SessionDiagnostics/SetMonitoringModeCount,Variable,Type871,,ns=1;g=0023e115-3441-41e9-94d4-9104224befaa,7,1,False,2025-11-04T15:23:12.111021
